Codigo_Colaborador;Codigo_Medida;Codigo_Sociedad;Codigo_Division_Personal;Codigo_Area_Personal;Codigo_SubDiv;Codigo_Nomina;Codigo_Relacion_Laboral;Codigo_Centro_Costo;Codigo_Estructura_Organizativa;Codigo_Posicion;Sexo;Edad_Empleado;Salario_Q_Normalizado;Codigo_Empresa;Grado_Hay_Limpio;Duracion_Anios;Baja
4;1;1;34;25;136;6;1;292;491;30;1;64;3.04;8;16;33.56712;1
8;1;1;36;36;84;6;1;158;457;59;1;57;0.9;8;12;37.57534;0
10;1;1;34;26;136;6;1;328;613;138;2;64;1.33;8;12;37.06575;1
17;1;1;34;26;136;6;1;326;308;32;1;64;2.97;8;14;36.73151;1
26;1;16;9;26;13;16;1;593;421;46;2;56;11.544;3;21;32.90137;0
30;11;1;47;17;80;6;1;149;453;59;1;50;2.1375;8;15;34.1589;0
37;1;1;34;25;136;6;1;297;473;30;1;46;3.003;8;16;33.19452;0
44;1;13;63;26;186;10;1;556;411;32;1;51;1.645;4;14;32.60548;0
63;1;1;34;25;136;6;1;297;617;30;1;49;3.26;8;16;15.89041;0
64;1;16;9;26;13;16;1;596;422;45;2;64;14.52;3;21;39.11781;0
65;1;16;9;26;13;16;1;592;417;133;1;61;44.187;3;25;41.32329;0
75;1;1;44;26;137;6;1;311;312;59;1;49;6.73;8;19;30.73425;1
85;1;1;34;25;136;6;1;291;517;30;1;47;3.07;8;16;29.90685;1
101;1;1;34;26;136;6;1;321;311;46;2;59;7.0175;8;19;30.66849;0
116;1;1;34;26;136;6;1;294;299;59;1;50;6.321;8;18;28.82466;1
128;10;1;34;17;31;6;1;22;445;59;2;46;1.345;8;13;29.82466;0
140;1;1;10;17;125;6;1;264;610;59;1;48;1.98;8;15;29.26849;0
147;1;6;14;26;10;13;1;399;376;59;2;45;6.7325;7;18;29.10959;0
154;1;1;34;26;136;6;1;299;296;45;1;50;12.9;8;21;28.53151;1
161;1;1;34;25;136;6;1;297;617;30;2;48;2.68;8;16;15.1726;1
162;1;1;34;26;136;6;1;328;613;32;2;49;1.4575;8;13;28.58904;0
167;1;6;13;7;8;13;1;439;393;145;2;44;0.988;7;12;27.46301;1
190;1;6;14;26;10;13;1;401;391;4;1;45;1.435;7;12;28.07945;0
194;1;1;34;26;136;6;1;322;297;8;2;49;1.1025;8;12;28.07945;0
195;1;16;9;26;13;16;1;597;420;59;2;47;5.28;3;18;15.89041;0
203;1;1;34;26;136;6;1;304;296;45;1;48;10;8;21;27.86849;0
241;1;1;112;16;120;6;1;254;477;59;2;48;0.9;8;12;27.40822;0
277;11;6;14;26;5;13;1;438;631;134;1;46;3;7;16;26.85205;0
285;1;13;63;26;186;10;1;556;411;30;1;46;1.0175;4;13;26.8137;0
328;1;1;34;26;136;6;1;299;296;59;2;41;3.3;8;15;26.10411;0
329;1;16;9;26;13;16;1;601;418;59;2;52;5.3025;3;18;26.10411;0
349;1;1;34;26;136;6;1;328;613;35;1;46;1.82;8;12;25.47945;1
356;1;1;44;17;60;6;1;91;528;59;2;42;2.18;8;15;25.60822;1
362;1;3;11;26;14;11;1;342;400;135;1;51;2.42;12;14;25.5863;0
406;1;6;13;26;6;13;1;432;603;32;1;41;1.5;7;14;25.1726;1
413;1;1;85;17;67;6;1;110;501;59;2;44;2.61;8;15;23.96164;1
419;1;1;43;17;49;6;1;63;462;59;1;40;4.1525;8;15;25.2411;0
423;1;1;34;26;136;6;1;297;617;59;2;40;7.97;8;18;25.20822;0
427;1;6;14;26;10;13;1;400;380;32;2;42;1.5025;7;13;25.20274;0
451;1;1;34;26;136;6;1;291;498;59;1;41;6.345;8;18;23.17534;1
464;1;1;34;25;136;6;1;291;484;30;1;40;2.8;8;16;25.06849;0
488;1;1;34;25;136;6;1;290;491;30;1;43;3.225;8;16;24.83836;0
540;1;1;35;33;27;6;1;9;518;144;2;43;0.865;8;12;24.52329;0
572;1;1;33;17;45;6;1;54;448;59;1;45;1.6905;8;15;24.30411;1
578;10;1;33;17;108;6;1;226;444;59;1;41;2.151;8;15;24.29589;0
596;1;14;90;26;249;8;1;581;372;32;1;43;1.7125;7;15;24.21644;0
618;10;1;34;25;136;6;1;291;517;30;1;44;4.616;8;16;23.69589;1
639;10;1;111;17;132;6;1;283;650;59;2;41;2.1;8;15;24.06027;1
700;1;13;63;26;186;10;1;556;411;90;1;43;2.52;4;16;23.74521;0
718;1;6;13;26;6;13;1;447;634;4;1;42;0.8725;7;12;23.6411;0
744;1;1;33;26;142;6;1;315;303;59;1;40;3.745;8;17;23.59178;0
767;1;6;13;26;6;13;1;406;380;10;1;42;0.68;7;10;23.49589;0
783;1;1;34;25;136;6;1;297;478;30;1;50;3.071;8;16;15.38082;1
785;1;1;36;17;29;6;1;15;434;59;1;43;1.61;8;15;22.63562;1
801;1;1;85;17;122;6;1;257;599;59;1;43;2.25;8;15;22.04932;1
832;10;1;47;36;71;6;1;122;455;59;2;40;0.9;8;12;23.25205;0
835;1;1;34;26;136;6;1;291;460;59;1;43;8.495;8;18;23.29315;0
891;1;1;34;26;136;6;1;325;309;59;2;40;3.435;8;17;23.14247;0
903;1;1;33;17;45;6;1;54;448;59;2;40;1.4;8;14;21.87671;1
936;1;1;32;17;36;6;1;35;525;59;1;52;1.8;8;15;22.90959;0
1015;1;1;44;25;137;6;1;296;296;145;1;47;1.42;8;14;20.69863;1
1037;10;1;42;16;74;6;1;131;489;59;2;42;0.9;8;12;21.55068;1
1051;1;1;92;17;57;6;1;84;431;59;1;44;1.8;8;15;20.83014;1
1096;1;1;34;25;136;6;1;291;510;30;1;41;2.8;8;16;22.43562;0
1141;1;1;29;36;28;6;1;12;494;59;1;42;0.9;8;12;22.30411;0
1142;1;1;36;17;47;6;1;57;535;59;2;40;3.214;8;15;22.30411;0
1271;1;1;44;26;137;6;1;315;303;30;1;38;2.35;8;15;22.08493;0
1308;1;1;44;26;137;6;1;315;303;30;1;39;2.35;8;15;22.06575;0
1341;1;13;62;26;187;10;1;574;647;14;1;43;3.4775;4;17;21.89315;0
1354;1;1;34;25;136;6;1;312;296;59;1;47;4;8;18;20.63836;1
1367;1;6;14;26;10;13;1;405;381;90;2;47;2.3125;7;15;21.8411;0
1371;1;1;34;25;136;6;1;297;446;30;1;38;2.8;8;16;21.83836;0
1508;1;16;9;26;13;16;1;598;420;59;2;43;5.4;3;18;15.89041;0
1590;1;6;14;26;10;13;1;400;380;90;1;46;1.9275;7;15;21.53973;0
1618;11;1;33;17;73;6;1;128;447;59;1;40;1.685;8;15;21.46849;0
1645;1;1;85;17;48;6;1;60;500;59;1;42;1.9;8;15;19.3726;1
1722;1;1;44;17;92;6;1;181;530;59;1;38;2.8435;8;15;21.31507;0
1761;1;6;14;26;5;13;1;393;618;59;1;49;4.1;7;18;20.8137;1
1764;10;1;44;17;44;6;1;51;512;59;1;47;2.25;8;15;20.7726;1
1881;1;4;91;26;248;14;1;356;340;90;2;40;1.9;11;15;21.23014;0
1946;10;1;43;17;69;6;1;115;463;59;2;40;2.1375;8;15;21.15342;0
2009;1;1;18;17;130;6;1;277;639;59;1;39;2.111;8;15;21.01918;1
2024;1;16;9;26;13;16;1;602;418;59;1;53;6.205;3;19;21.07945;0
2033;1;1;16;16;103;6;1;212;430;59;2;39;0.85;8;12;19.22466;1
2058;10;1;34;26;136;6;1;306;307;59;1;52;3.73;8;17;20.92603;0
2061;1;1;34;26;136;6;1;289;295;19;1;50;47.965;8;23;20.97808;0
2106;1;6;14;26;5;13;1;445;633;32;1;39;1.325;7;13;20.88493;0
2143;1;6;13;7;8;13;1;439;593;145;1;42;0.95;7;12;19.69863;1
2211;1;1;34;26;136;6;1;292;498;59;1;45;7.97;8;18;20.85753;0
2219;1;1;22;17;114;6;1;240;466;59;2;38;2.034;8;15;20.85479;0
2377;1;1;32;16;58;6;1;86;533;59;2;41;0.8925;8;12;20.63836;0
2510;10;1;39;17;56;6;1;81;470;59;1;38;2.111;8;15;20.13151;1
2644;11;1;34;25;136;6;1;292;498;96;1;39;1.02;8;12;20.50411;0
2880;1;4;91;26;248;14;1;370;340;145;1;57;1.02;11;13;20.31233;0
2924;11;1;44;17;90;6;1;176;513;59;1;39;2.1375;8;15;20.26849;0
3147;1;1;34;17;35;6;1;31;443;59;1;39;4.157;8;15;20.1726;0
3176;1;4;91;26;248;14;1;346;332;45;1;50;17.555;11;22;19.68767;1
3207;1;4;91;26;248;14;1;374;341;32;1;39;1.16;11;14;18.26301;1
3311;10;1;47;29;110;6;1;232;437;59;1;39;0.9;8;12;19.88767;0
3351;10;1;35;17;27;6;1;9;518;59;1;38;2.1375;8;15;19.88493;0
3428;1;1;16;17;103;6;1;212;430;59;1;35;1.628;8;15;19.7726;0
3470;1;6;14;26;10;13;1;430;601;4;1;38;1.3925;7;13;19.75342;0
3492;10;1;47;29;50;6;1;66;456;59;1;37;0.9;8;12;19.6411;0
3497;1;1;44;26;137;6;1;317;306;30;1;38;2.7;8;15;19.6411;0
3544;11;1;40;17;100;6;1;203;469;59;1;36;2.1375;8;15;19.63836;0
3574;1;1;34;25;136;6;1;297;461;30;2;37;5.78;8;16;19.63836;0
3612;10;1;32;29;58;6;1;86;533;59;1;38;0.9;8;12;19.09315;1
3674;11;1;92;17;57;6;1;84;431;59;1;38;2.1375;8;15;19.30411;1
3709;1;1;33;15;45;6;1;54;448;59;1;39;1.341;8;11;19.47945;0
3763;1;13;62;26;187;10;1;562;405;59;1;61;7.28;4;18;19.47945;0
3766;11;4;91;26;248;14;1;370;340;32;1;42;2.4;11;14;19.47945;0
3767;1;9;60;26;173;9;1;471;365;51;1;42;0.53;11;10;19.47945;0
3776;1;5;15;26;20;2;1;379;359;32;1;50;1.17;11;14;17.80274;1
3780;1;9;60;26;173;9;1;468;591;86;2;51;0.575;11;10;19.47945;0
3790;1;1;34;26;136;6;1;299;296;8;2;46;0.96;8;12;19.47945;0
3791;1;1;34;26;136;6;1;330;301;45;1;58;8.1;8;21;19.47945;0
3825;1;6;13;26;6;13;1;401;391;32;1;35;2.365;7;15;19.4274;0
3845;1;1;44;35;79;6;1;146;526;59;1;40;0.8;8;12;17.70959;1
3849;1;13;63;26;186;10;1;566;413;30;1;45;0.9925;4;13;19.38904;0
3931;1;1;48;17;99;6;1;201;438;59;1;37;4.156;8;15;19.35068;0
4073;1;5;15;26;20;2;1;379;354;184;1;42;0.785;11;10;19.21644;0
4099;1;1;44;29;44;6;1;51;512;59;1;38;0.9;8;12;19.21644;0
4184;10;1;28;35;59;6;1;89;537;59;2;38;0.9;8;12;19.16712;0
4224;1;6;14;26;5;13;1;434;602;183;1;38;0.5975;7;10;19.17808;0
4255;10;1;42;36;134;6;1;286;654;59;2;36;0.895;8;12;19.17808;0
4325;1;1;30;17;55;6;1;78;472;59;1;35;2.1;8;15;18.92329;1
4330;1;4;91;26;248;14;1;365;337;90;2;52;1.725;11;15;17.88219;1
4384;1;1;44;26;137;6;1;317;306;30;1;36;2.31;8;15;19.10137;0
4416;1;13;63;26;186;10;1;556;411;32;1;46;1.2675;4;14;19.0274;0
4435;9;6;14;26;10;13;1;402;379;90;2;43;2.002;7;15;17.90411;1
4436;1;6;14;26;10;13;1;403;383;90;1;41;2.646;7;16;17.6137;1
4471;10;1;110;17;128;6;1;271;622;59;1;39;4.1525;8;15;18.89041;0
4474;1;1;92;36;57;6;1;84;431;59;1;38;0.9;8;12;18.89041;0
4547;10;1;85;15;93;6;1;184;506;59;2;37;0.63;8;11;16.8411;1
4641;1;13;62;26;187;10;1;567;404;59;2;44;6.87;4;18;18.05205;1
4692;1;6;13;26;6;13;1;433;385;145;2;36;1.0525;7;12;18.7726;0
4710;10;1;31;17;43;6;1;48;487;59;1;39;2.1375;8;15;18.76986;0
4768;10;1;10;17;70;6;1;119;514;59;1;35;2.558;8;14;18.68767;0
4778;10;1;34;15;85;6;1;161;468;59;2;36;0.585;8;11;18.68767;0
4834;1;4;91;2;238;14;1;354;338;4;1;46;0.6325;11;12;18.60274;0
4891;1;1;16;17;103;6;1;212;430;59;1;36;1.59;8;15;16.82192;1
4935;1;16;9;26;13;16;1;596;422;8;2;58;1.387;3;13;18.5863;0
4940;1;6;13;26;6;13;1;422;386;90;1;52;3.037;7;16;18.56164;0
4941;1;6;14;26;5;13;1;438;631;134;1;55;5.625;7;16;18.56164;0
4953;1;1;92;16;57;6;1;84;431;59;1;37;0.85;8;12;17.71781;1
4961;1;6;14;26;10;13;1;407;382;4;1;34;0.775;7;12;18.49589;0
5015;10;1;35;17;65;6;1;104;519;59;1;36;1.659;8;15;18.52055;0
5041;10;1;44;17;60;6;1;91;528;59;1;36;2.14;8;15;18.50685;0
5060;1;13;63;26;186;10;1;557;414;32;1;41;1.215;4;14;18.49041;0
5069;1;6;14;26;10;13;1;422;386;30;1;48;1.96;7;15;18.47123;0
5261;1;13;63;26;186;10;1;556;411;30;1;33;0.895;4;13;18.32329;0
5345;10;1;43;36;49;6;1;63;462;59;1;36;0.9;8;12;17.09315;1
5362;1;1;34;25;136;6;1;291;440;30;1;36;2.835;8;16;18.25753;0
5441;1;6;13;26;6;13;1;415;652;90;1;48;1.89;7;15;18.22192;0
5459;1;1;33;26;142;6;1;317;306;4;1;45;1.245;8;11;16.2137;1
5538;10;1;43;29;49;6;1;63;462;59;2;35;0.9;8;12;17.73973;1
5585;1;1;89;29;61;6;1;93;511;59;2;36;0.9;8;12;17.15068;1
5729;10;1;44;17;117;6;1;247;616;59;1;35;2.142;8;15;18.15068;0
5838;1;1;44;17;79;6;1;146;526;59;2;38;2.1;8;15;18.13699;0
5858;1;6;14;26;10;13;1;439;378;59;2;44;4.82;7;18;18.13425;0
5948;1;1;92;15;57;6;1;84;431;59;1;39;0.735;8;11;16.96712;1
6053;1;1;89;29;61;6;1;93;511;59;2;35;0.8;8;12;16.9863;1
6150;11;1;47;29;50;6;1;66;456;59;2;37;0.735;8;12;17.16438;1
6156;1;1;44;26;137;6;1;315;303;30;1;35;2.35;8;15;17.92603;0
6226;1;16;9;26;13;16;1;599;419;45;2;42;11.96;3;21;17.92877;0
6252;1;1;16;16;103;6;1;212;430;59;1;37;0.9;8;12;16.38082;1
6280;11;1;45;17;98;6;1;198;464;59;2;33;2.1375;8;15;17.88767;0
6360;1;9;60;26;173;9;1;473;361;59;1;52;3.065;11;17;16.6;1
6364;10;1;32;29;88;6;1;169;532;59;2;36;0.84;8;12;17.84932;0
6374;10;1;34;15;37;6;1;38;449;59;1;37;1.328;8;11;17.84932;0
6416;1;3;11;26;14;11;1;344;402;93;2;46;4.02;12;17;15.97534;1
6519;11;1;41;17;52;6;1;70;479;59;1;35;1.685;8;15;17.78904;0
6570;1;6;13;26;6;13;1;431;385;32;1;41;1.3125;7;14;17.76164;0
6636;1;4;91;26;248;14;1;369;336;32;1;39;1.02;11;14;16.04658;1
6639;1;1;26;16;33;6;1;27;493;59;2;36;0.792;8;12;17.72055;0
6665;5;1;34;26;136;6;0;306;278;2;1;60;0.705;8;-1;17.71781;0
6670;1;6;14;26;10;13;1;421;385;59;1;52;3.64;7;17;17.05205;1
6697;1;13;63;26;186;10;1;560;412;51;1;54;0.62;4;10;16.21096;1
6700;1;4;91;26;248;14;1;372;342;91;1;43;1.65;11;15;16.33425;1
6736;1;4;91;26;248;14;1;354;338;86;1;46;0.585;11;10;17.66575;0
6814;1;1;43;16;68;6;1;113;465;59;2;39;0.777;8;12;17.62192;0
6983;1;1;44;36;60;6;1;91;528;59;1;36;0.7;8;12;15.65479;1
7017;1;1;33;16;73;6;1;128;447;59;1;37;0.9;8;12;17.56164;0
7230;10;1;57;16;77;6;1;140;476;59;2;45;0.9;8;12;17.47397;0
7273;1;6;13;7;8;13;1;439;393;145;2;34;0.676;7;11;16.36438;1
7360;1;1;29;17;28;6;1;12;494;59;1;41;3.235;8;15;17.41644;0
7364;11;1;7;17;62;6;1;97;480;59;2;33;1.685;8;15;17.40274;0
7394;1;1;28;17;59;6;1;89;537;59;2;33;1.575;8;15;17.40822;0
7438;10;1;49;17;129;6;1;274;623;59;1;36;1.345;8;14;17.33699;1
7474;1;1;35;15;64;6;1;102;520;59;2;39;0.693;8;11;17.32603;1
7522;10;1;44;15;60;6;1;91;528;59;2;36;0.66;8;11;16.47397;1
7572;1;6;13;26;6;13;1;423;388;30;1;41;1.265;7;14;17.33973;0
7577;1;1;41;15;42;6;1;46;485;59;2;36;0.66;8;11;16.07945;1
7624;10;1;42;35;134;6;1;286;654;59;2;37;0.9;8;12;17.31781;0
7690;1;1;41;17;52;6;1;70;479;59;2;33;4.65;8;15;17.29315;0
7769;1;16;9;26;13;16;1;595;615;59;1;40;8.455;3;18;17.26301;0
7863;10;1;92;17;57;6;1;84;431;59;1;37;2.1375;8;15;17.25205;0
7870;1;16;9;26;13;16;1;601;418;4;2;49;1.7325;3;14;17.23562;0
7943;10;1;92;15;57;6;1;84;431;59;1;36;0.706;8;11;17.21644;0
7969;10;1;47;36;110;6;1;232;437;59;2;38;0.9;8;12;17.2137;0
7975;10;1;32;17;88;6;1;169;532;59;2;33;2.1;8;15;17.20548;0
8078;1;1;36;29;47;6;1;57;535;59;1;34;0.84;8;12;17.00822;1
8303;1;1;44;29;90;6;1;176;513;59;1;34;0.8;8;12;15.29863;1
8362;11;1;39;17;56;6;1;81;470;59;2;32;2.1375;8;15;17.12055;0
8454;9;1;40;16;100;6;1;203;469;59;1;34;0.895;8;12;17.10137;0
8576;1;1;34;25;136;6;1;290;505;30;1;47;2.8;8;16;17.09041;0
8586;1;1;46;29;97;6;1;195;439;59;1;34;0.8925;8;12;17.07671;0
8595;1;1;34;26;136;6;1;325;309;33;2;34;2.3555;8;14;17.07945;0
8619;1;1;34;26;136;6;1;327;297;59;2;40;10.7375;8;18;16.61644;1
8733;1;1;55;36;86;6;1;164;503;59;1;37;0.9;8;12;16.91507;0
8763;11;1;41;17;91;6;1;179;471;59;1;33;1.685;8;15;16.89589;0
8782;11;1;87;17;116;6;1;244;509;59;1;35;1.345;8;14;16.89589;0
8789;11;1;89;17;61;6;1;93;511;59;1;36;4.075;8;15;16.89589;0
8793;1;1;38;17;54;6;1;76;441;59;1;35;4.115;8;15;16.89589;0
8796;10;1;89;29;61;6;1;93;511;59;2;35;0.9;8;12;16.89589;0
8825;1;1;46;17;97;6;1;195;439;59;1;42;4.075;8;15;16.32877;1
8896;1;1;47;17;50;6;1;66;456;59;1;34;1.685;8;15;16.87671;0
8917;10;1;47;16;53;6;1;72;436;59;1;37;0.9;8;12;16.85753;0
8960;1;6;13;7;8;13;1;439;593;32;2;37;1.375;7;14;16.83562;0
9015;1;1;32;15;30;6;1;17;527;59;2;34;0.66;8;11;14.99726;1
9036;1;16;9;26;13;16;1;595;615;52;1;45;4.555;3;16;16.78356;0
9152;1;1;88;36;81;6;1;152;432;59;2;37;1.496;8;12;16.73973;0
9197;10;1;26;17;112;6;1;236;497;59;1;45;2.1375;8;15;16.70959;0
9306;1;4;91;26;248;14;1;365;337;4;1;42;0.7875;11;12;16.66849;0
9337;1;1;85;16;67;6;1;110;501;59;1;36;0.899;8;12;16.36438;1
9456;1;1;43;16;49;6;1;63;462;59;2;37;0.777;8;12;16.49863;1
9462;10;1;17;17;131;6;1;301;646;59;1;32;3.37;8;15;16.57808;0
9532;1;4;91;26;248;14;1;357;350;48;1;59;0.465;11;13;14.66849;1
9573;1;1;44;26;137;6;1;315;303;30;2;32;2.35;8;15;16.50137;0
9592;11;13;62;26;187;10;0;565;52;4;1;40;2.295;4;14;16.49589;0
9595;11;1;26;17;39;6;1;41;496;59;2;34;1.125;8;13;16.48219;0
9605;11;1;85;17;122;6;1;257;599;59;2;37;1.685;8;15;16.49041;0
9633;1;5;15;26;20;2;1;376;356;145;1;34;0.85;11;13;14.84932;1
9647;1;1;47;15;101;6;1;206;435;59;1;37;0.706;8;11;16.47397;0
9650;1;1;37;17;87;6;1;167;442;59;2;34;1.26;8;14;14.83836;1
9665;1;1;34;25;136;6;1;297;478;30;1;33;4.475;8;16;16.47397;0
9669;1;1;31;16;43;6;1;48;487;59;1;36;0.8;8;12;14.83836;1
9958;1;6;13;26;6;13;1;431;385;4;1;44;1.559;7;13;14.46301;1
9978;1;16;9;26;13;16;1;594;424;59;1;38;5;3;18;16.32329;0
10034;1;1;34;26;136;6;1;324;308;59;2;43;3.33;8;17;16.29863;0
10058;10;1;44;29;117;6;1;247;616;59;1;33;0.84;8;12;15.14795;1
10061;10;1;89;16;96;6;1;192;515;59;1;36;1.735;8;12;16.27945;0
10076;1;1;33;17;26;6;1;6;452;59;1;32;3.246;8;15;15.50137;1
10153;10;16;9;26;13;16;1;597;420;32;2;35;1.225;3;13;16.22192;0
10181;1;1;35;17;76;6;1;137;521;59;2;34;1.26;8;14;14.64932;1
10186;1;1;34;26;136;6;1;325;309;32;2;32;1.445;8;14;16.2;0
10252;11;1;42;29;74;6;1;131;489;59;1;33;0.7825;8;12;16.16712;0
10319;1;4;91;26;248;14;1;357;350;48;1;57;0.48;11;13;16.10411;0
10339;1;6;14;26;5;13;1;453;645;36;1;36;2.412;7;15;16.13151;0
10359;1;6;14;26;5;13;1;387;618;90;1;33;2.0125;7;14;16.11233;0
10403;1;6;13;7;8;13;1;439;393;145;1;34;0.9975;7;12;16.10959;0
10422;1;10;56;26;160;5;1;476;368;86;1;37;0.5725;11;10;16.10959;0
10545;11;1;112;17;120;6;1;254;477;59;2;34;2.558;8;14;15.96986;0
10552;11;1;12;17;83;6;1;155;474;59;1;34;2.1375;8;15;15.96986;0
10554;1;6;14;26;10;13;1;444;632;32;1;43;2.2625;7;15;15.9589;0
10578;1;1;29;16;28;6;1;12;494;59;1;33;0.7;8;12;13.88767;1
10657;1;1;59;17;124;6;1;261;609;59;1;34;3.266;8;15;15.48767;1
10659;1;6;13;26;6;13;1;449;385;51;1;32;0.47;7;8;15.91507;0
10808;10;1;26;15;33;6;1;27;493;59;2;36;0.717;8;11;15.87397;0
10927;1;6;13;26;6;13;1;432;603;4;1;32;0.684;7;11;15.81918;0
11072;1;1;34;26;136;6;1;292;305;33;2;35;1.5975;8;13;15.71507;0
11077;1;1;58;29;135;6;1;287;653;59;1;35;0.9;8;12;15.70411;0
11105;1;1;44;17;90;6;1;176;513;59;1;34;1.865;8;15;13.94247;1
11126;1;1;26;15;39;6;1;41;496;59;2;34;0.745;8;11;13.92329;1
11158;10;1;85;17;67;6;1;110;501;59;2;36;2.1;8;15;15.66575;0
11179;1;1;35;36;27;6;1;9;518;59;2;32;0.893;8;13;15.6137;1
11343;1;4;91;26;248;14;1;374;341;145;1;38;1.08;11;13;15.60274;0
11390;10;1;34;16;37;6;1;38;449;59;1;35;0.786;8;12;15.56986;0
11419;10;1;42;15;72;6;1;124;490;59;1;37;0.66;8;11;14.16164;1
11425;10;1;16;29;103;6;1;212;430;59;2;31;0.9;8;12;15.52329;0
11479;1;5;15;26;20;2;1;379;354;59;2;37;3.035;11;18;15.51781;0
11480;1;6;13;26;6;13;1;430;630;4;1;48;1.74;7;13;15.51781;0
11491;10;1;85;16;115;6;1;242;508;59;1;35;1.7175;8;12;15.49315;0
11525;1;6;13;26;6;13;1;449;385;4;1;37;0.6525;7;11;15.49041;0
11543;1;4;91;26;248;14;1;352;336;4;1;39;0.7;11;12;13.76712;1
11545;1;4;91;26;248;14;1;372;342;142;2;55;0.783;11;10;15.48493;0
11546;1;4;91;26;248;14;1;372;342;52;2;54;0.945;11;13;15.48493;0
11547;1;4;91;26;248;14;1;352;336;4;1;46;1.6725;11;12;14.93425;1
11548;1;4;91;26;248;14;1;365;337;32;2;52;1.595;11;14;14.64658;1
11763;1;1;34;25;136;6;1;292;433;30;1;43;2.8;8;16;15.39178;0
11955;10;1;42;15;72;6;1;124;490;59;2;31;0.67;8;11;13.89863;1
11959;1;1;47;29;50;6;1;66;456;59;2;34;0.815;8;12;13.98356;1
12209;10;1;110;16;128;6;1;271;622;59;1;31;1.01;8;12;15.1726;1
12234;10;1;17;36;131;6;1;280;646;59;1;32;0.7825;8;12;15.17808;0
12241;1;1;34;15;66;6;1;107;450;59;2;31;1.17;8;10;0.9589;1
12271;1;1;55;15;86;6;1;164;503;59;1;36;0.59;8;11;14.52329;1
12324;11;1;85;36;48;6;1;60;500;59;2;34;1.496;8;12;15.18082;0
12340;11;1;40;16;100;6;1;203;469;59;2;32;0.895;8;12;15.14795;0
12354;11;1;35;16;65;6;1;104;519;59;2;34;1.01;8;13;15.08493;1
12370;1;1;32;15;58;6;1;86;533;59;2;35;0.66;8;11;15.14795;0
12418;10;1;33;15;45;6;1;54;448;59;2;31;1.328;8;11;15.13151;0
12487;1;1;34;26;136;6;1;290;531;30;1;43;2.8;8;16;15.07123;0
12509;1;14;90;26;249;8;1;583;636;59;1;37;4.965;7;18;14.89041;1
12561;1;6;13;7;8;13;1;439;393;145;1;33;0.725;7;11;14.90411;0
12586;1;5;15;26;20;2;1;379;358;86;1;48;0.5725;11;10;14.90137;0
12607;1;6;14;26;5;13;1;401;391;4;2;32;0.7575;7;12;14.88219;0
12631;1;1;34;25;136;6;1;297;305;33;2;32;1.285;8;13;14.88219;0
12633;10;1;45;16;98;6;1;198;464;59;1;32;0.893;8;12;14.88493;0
12663;1;1;34;26;136;6;1;293;298;45;1;56;10.7;8;21;13.5863;1
12703;1;1;88;17;81;6;1;152;432;59;1;35;1.685;8;15;14.86575;0
12726;11;1;30;36;55;6;1;78;472;59;2;34;0.7825;8;12;14.86301;0
12819;1;6;13;26;6;13;1;423;388;90;1;41;2.225;7;16;14.83562;0
12863;10;1;46;36;97;6;1;195;439;59;1;33;0.882;8;12;14.7863;0
12897;1;1;32;15;30;6;1;17;527;59;2;33;0.67;8;11;13.0274;1
12933;11;1;44;36;117;6;1;247;616;59;2;32;1.496;8;12;14.00548;1
12950;1;1;22;29;114;6;1;240;466;59;2;31;0.893;8;12;14.73699;1
12959;1;6;13;26;6;13;1;429;394;4;1;36;1.705;7;12;14.73151;1
12978;1;1;89;36;61;6;1;93;511;59;2;32;0.91;8;12;14.71781;0
12992;1;1;36;29;107;6;1;223;458;59;1;32;0.9;8;12;14.68493;1
13045;11;1;35;17;64;6;1;102;520;59;2;30;1.125;8;13;14.65205;0
13050;11;1;44;15;60;6;1;91;528;59;2;31;0.6229;8;11;14.65205;0
13122;10;1;26;29;112;6;1;236;497;59;2;34;0.772;8;12;14.59726;0
13132;1;16;8;26;12;16;1;594;424;90;1;41;2.53;3;16;14.59726;0
13153;10;1;18;29;130;6;1;277;639;59;1;31;0.8;8;12;14.57534;0
13168;1;1;47;29;71;6;1;122;455;59;2;34;0.9;8;12;13.73699;1
13197;11;4;91;26;248;14;1;360;346;90;2;36;2.3;11;16;12.51781;1
13221;10;1;47;29;80;6;1;149;453;59;1;33;0.8;8;12;14.55342;0
13316;1;13;63;26;186;10;1;566;413;30;1;34;1.7265;4;13;14.50137;0
13341;10;1;32;29;88;6;1;169;532;59;1;31;0.735;8;12;14.49041;0
13361;10;1;10;36;125;6;1;264;610;59;1;34;0.9;8;12;14.47671;0
13368;1;1;41;15;91;6;1;179;471;59;2;35;0.56;8;11;12.51233;1
13372;1;1;36;36;84;6;1;158;457;59;1;33;0.8925;8;12;14.42466;1
13399;11;1;42;17;74;6;1;131;489;59;1;31;2.1375;8;15;14.47123;0
13445;11;6;13;7;8;13;1;439;593;32;1;34;1.3048;7;14;14.45753;0
13529;1;1;30;36;55;6;1;78;472;59;2;33;1;8;13;14.16164;1
13536;1;1;7;36;62;6;1;97;480;59;1;34;0.7;8;12;12.58082;1
13539;11;1;89;17;96;6;1;192;515;59;1;33;2.1775;8;15;14.38356;0
13546;1;6;13;26;6;13;1;420;385;145;1;37;1.0925;7;13;14.43288;0
